id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
4635,,switzerland,microsoft full stack senior architect with angular,"full stack - .net, angular, asp.net mvc",,0,0,"full stack - .net, angular, asp.net mvc","{""full stack - .net"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""asp.net mvc"": {""category"": ""primary""}}",switzerland,"job posting job title: microsoft full stack senior architect with angular location: switzerland primary skills: full stack - .net, angular, asp.net mvc secondary skills: experience: 0 - 0 years"
4815,,germany,azure data lead,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python",,0,0,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python","{""sql"": {""category"": ""primary""}, ""azure databricks"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}}",germany,"job posting job title: azure data lead location: germany primary skills: sql, azure databricks, azure data factory (adf), oracle pl/sql, python secondary skills: experience: 0 - 0 years"
5016,noida,india,"technical lead with c#,python,c++","c#, c++, python",,0,0,"c#, c++, python","{""c#"": {""category"": ""primary""}, ""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with c#,python,c++ location: noida, india primary skills: c#, c++, python secondary skills: experience: 0 - 0 years"
4772,,israel,analyst - voice,ibm mdm,devops-api_teamcity,0,0,"ibm mdm, devops-api_teamcity","{""ibm mdm"": {""category"": ""primary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}",israel,job posting job title: analyst - voice location: israel primary skills: ibm mdm secondary skills: devops-api_teamcity experience: 0 - 0 years
5054,noida,india,datastage technical lead,"sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite",,0,0,"sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite","{""sql"": {""category"": ""primary""}, ""unix shell scripting"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""ibm infosphere datastage suite"": {""category"": ""primary""}}","noida, india","job posting job title: datastage technical lead location: noida, india primary skills: sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite secondary skills: experience: 0 - 0 years"
5080,noida,india,azure data engineer,"sql, azure data factory (adf)",,0,0,"sql, azure data factory (adf)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}}","noida, india","job posting job title: azure data engineer location: noida, india primary skills: sql, azure data factory (adf) secondary skills: experience: 0 - 0 years"
5007,noida,india,"technical lead with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
5223,noida,india,"developer with unix shell scripting, informatica, pl/sql","unix shell scripting, pl/sql, informatica",,0,0,"unix shell scripting, pl/sql, informatica","{""unix shell scripting"": {""category"": ""primary""}, ""pl/sql"": {""category"": ""primary""}, ""informatica"": {""category"": ""primary""}}","noida, india","job posting job title: developer with unix shell scripting, informatica, pl/sql location: noida, india primary skills: unix shell scripting, pl/sql, informatica secondary skills: experience: 0 - 0 years"
4976,noida,india,"developer with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: developer with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
5222,noida,india,"senior developer with python,c++,java","c++, python, java",,0,0,"c++, python, java","{""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: senior developer with python,c++,java location: noida, india primary skills: c++, python, java secondary skills: experience: 0 - 0 years"
5019,noida,india,"developer with react,angular,java","react, angular, java",quest,0,0,"react, angular, java, quest","{""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""quest"": {""category"": ""secondary""}}","noida, india","job posting job title: developer with react,angular,java location: noida, india primary skills: react, angular, java secondary skills: quest experience: 0 - 0 years"
4827,,united kingdom,azure data lead,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python",devops-api_teamcity,0,0,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python, devops-api_teamcity","{""sql"": {""category"": ""primary""}, ""azure databricks"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}",united kingdom,"job posting job title: azure data lead location: united kingdom primary skills: sql, azure databricks, azure data factory (adf), oracle pl/sql, python secondary skills: devops-api_teamcity experience: 0 - 0 years"
5094,noida,india,pmo associate,aws paas,,0,0,aws paas,"{""aws paas"": {""category"": ""primary""}}","noida, india","job posting job title: pmo associate location: noida, india primary skills: aws paas secondary skills: experience: 0 - 0 years"
5093,,india,pmo associate,aws paas,agile-scrum (digital),0,0,"aws paas, agile-scrum (digital)","{""aws paas"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",india,job posting job title: pmo associate location: india primary skills: aws paas secondary skills: agile-scrum (digital) experience: 0 - 0 years
5415,,india,"java senior developer with devops solutions,aws architecture","devops solutions, aws architecture, java",,0,0,"devops solutions, aws architecture, java","{""devops solutions"": {""category"": ""primary""}, ""aws architecture"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",india,"job posting job title: java senior developer with devops solutions,aws architecture location: india primary skills: devops solutions, aws architecture, java secondary skills: experience: 0 - 0 years"
5411,,united kingdom,"developer with python,c++,java","c++, python, java",,0,0,"c++, python, java","{""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united kingdom,"job posting job title: developer with python,c++,java location: united kingdom primary skills: c++, python, java secondary skills: experience: 0 - 0 years"
5400,noida,india,"developer with python,c++,java","c++, python, java",,0,0,"c++, python, java","{""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: developer with python,c++,java location: noida, india primary skills: c++, python, java secondary skills: experience: 0 - 0 years"
5402,,united states,azure data lead us tp,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python",aws paas,0,0,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python, aws paas","{""sql"": {""category"": ""primary""}, ""azure databricks"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",united states,"job posting job title: azure data lead us tp location: united states primary skills: sql, azure databricks, azure data factory (adf), oracle pl/sql, python secondary skills: aws paas experience: 0 - 0 years"
1450,mumbai,india,"developer with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","mumbai, india","job posting job title: developer with react, full stack - java, angular location: mumbai, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
5388,,malaysia,kotlin senior developer with java,"kotlin, java",,0,0,"kotlin, java","{""kotlin"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",malaysia,"job posting job title: kotlin senior developer with java location: malaysia primary skills: kotlin, java secondary skills: experience: 0 - 0 years"
5118,noida,india,"senior developer with c#,python,c++","c#, c++, python",,0,0,"c#, c++, python","{""c#"": {""category"": ""primary""}, ""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}}","noida, india","job posting job title: senior developer with c#,python,c++ location: noida, india primary skills: c#, c++, python secondary skills: experience: 0 - 0 years"
